CODIGO_CLIENTE;UF;IDADE;ESCOLARIDADE;ESTADO_CIVIL;QT_FILHOS;CASA_PROPRIA;QT_IMOVEIS;VL_IMOVEIS;OUTRA_RENDA;OUTRA_RENDA_VALOR;TEMPO_ULTIMO_EMPREGO_MESES;TRABALHANDO_ATUALMENTE;ULTIMO_SALARIO;QT_CARROS;VALOR_TABELA_CARROS;SCORE
7326;SP;51;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7327;MG;53;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7328;SC;55;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
7329;PR;57;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7330;RJ;62;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7331;SP;65;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7332;MG;19;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7333;SC;23;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7334;PR;25;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7335;RJ;27;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7336;SP;28;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
7337;MG;30;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7338;SC;32;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7339;PR;35;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7340;RJ;42;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7341;SP;45;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7342;RJ;48;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7343;SP;51;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7344;MG;53;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7345;SC;55;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7346;PR;57;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7347;RJ;62;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7348;SP;65;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7349;MG;19;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7350;SC;23;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7351;PR;25;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7352;RJ;27;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7353;SP;28;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7354;MG;30;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7355;SC;32;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7356;PR;35;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7357;RJ;42;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7358;SP;45;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7359;RJ;48;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7360;SP;51;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7361;MG;53;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7362;SC;55;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7363;PR;57;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7364;RJ;62;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7365;SP;65;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7366;MG;19;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7367;SC;23;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7368;PR;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7369;RJ;27;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7370;SP;28;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7371;MG;30;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7372;SC;32;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7373;PR;35;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7374;RJ;42;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7375;SP;45;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7376;RJ;48;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7377;SP;51;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7378;MG;53;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7379;SC;55;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7380;PR;57;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7381;RJ;62;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7382;SP;65;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7383;MG;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7384;SC;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7385;PR;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7386;RJ;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7387;SP;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7388;MG;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7389;SC;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7390;PR;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7391;RJ;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7392;SP;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7393;RJ;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7394;SP;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7395;MG;23;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7396;SC;28;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7397;PR;30;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7398;RJ;32;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7399;SP;35;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7400;MG;42;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7401;SC;45;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7402;PR;48;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7403;RJ;51;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7404;SP;53;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7405;MG;55;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7406;SC;57;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7407;PR;62;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7408;RJ;65;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7409;SP;19;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7410;RJ;23;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7411;SP;25;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7412;MG;27;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7413;SC;28;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7414;PR;30;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7415;RJ;32;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7416;SP;35;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7417;MG;42;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7418;SC;45;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7419;PR;48;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7420;RJ;51;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7421;SP;53;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7422;MG;55;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7423;SC;57;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7424;PR;62;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7425;RJ;65;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7426;SP;19;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7427;RJ;23;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7428;SP;25;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7429;MG;27;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7430;SC;28;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7431;PR;30;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7432;RJ;32;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7433;SP;35;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7434;MG;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7435;SC;45;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7436;PR;48;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7437;RJ;51;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7438;SP;53;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7439;MG;55;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7440;SC;57;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7441;PR;62;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7442;RJ;65;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7443;SP;19;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7444;RJ;23;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7445;SP;25;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7446;MG;27;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7447;SC;28;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7448;PR;30;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7449;RJ;32;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7450;SP;35;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7451;MG;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7452;SC;45;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7453;PR;48;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7454;RJ;51;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7455;SP;53;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7456;MG;55;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7457;SC;57;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7458;PR;62;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7459;RJ;65;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7460;SP;19;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7461;RJ;23;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7462;SP;25;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7463;MG;27;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7464;SC;28;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7465;PR;30;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7466;RJ;32;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7467;SP;35;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7468;MG;42;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7469;SC;45;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7470;PR;48;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7471;RJ;51;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7472;SP;23;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7473;MG;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7474;SC;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7475;PR;32;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7476;RJ;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7477;SP;42;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7478;RJ;45;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7479;SP;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7480;MG;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7481;SC;53;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7482;PR;55;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7483;RJ;57;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7484;SP;62;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7485;MG;65;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7486;SC;19;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7487;PR;23;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7488;RJ;25;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7489;SP;27;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7490;MG;28;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7491;SC;30;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7492;PR;32;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7493;RJ;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7494;SP;42;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7495;RJ;45;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7496;RJ;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7497;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7498;RJ;53;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7499;SP;55;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7500;RJ;57;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7501;RJ;62;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7502;PR;65;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7503;RJ;19;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7504;SP;23;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7505;RJ;25;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7506;RJ;27;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7507;PR;28;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7508;RJ;30;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7509;SP;32;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7510;RJ;35;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7511;RJ;42;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7512;PR;45;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7513;RJ;48;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7514;SP;51;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7515;RJ;53;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7516;RJ;55;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7517;PR;57;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7518;RJ;62;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7519;SP;65;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7520;RJ;19;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7521;RJ;23;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7522;PR;25;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7523;RJ;27;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7524;SP;28;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7525;RJ;30;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7526;RJ;32;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7527;SP;35;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7528;RJ;42;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7529;RJ;45;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7530;PR;48;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7531;RJ;51;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7532;SP;53;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7533;RJ;55;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7534;RJ;57;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7535;PR;62;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7536;RJ;65;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7537;SP;19;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7538;RJ;23;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7539;RJ;25;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7540;PR;27;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7541;SP;28;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7542;RJ;30;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7543;RJ;32;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7544;PR;35;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7545;RJ;42;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7546;SP;45;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7547;RJ;48;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7548;RJ;51;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7549;PR;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7550;RJ;45;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7551;SP;48;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7552;RJ;51;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7553;RJ;48;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7554;PR;51;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7555;SP;48;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7556;RJ;51;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7557;RJ;48;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7558;PR;51;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7559;SP;48;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7560;RJ;51;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7561;RJ;48;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7562;PR;51;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7563;SP;48;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7564;RJ;51;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7565;RJ;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7566;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7567;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7568;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7569;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7570;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7571;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7572;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7573;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7574;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7575;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7576;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7577;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7578;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7579;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7580;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7581;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7582;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7583;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7584;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7585;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7586;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7587;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
